study_accession	field	fold	none_found	chosen_pmcid	fulltext_source	is_full_text	paper_resolved	paper_url	paper_title	manual_pdf_present	manual_pdf_readable	supp_present	gate_status	n_blank	per_sample_method	zero_reason	n_whole_field	n_per_sample	n_escalation	remaining_est	escalation_status	resolution_state	recoverability
PRJNA1058963	country	sub10	True		none	False	False			False	False	False	residual_per_sample	9		NO_PMCID	0	0	0	9	not_generated	EXHAUSTED	no_paper_findable
PRJNA1058963	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1058963	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1058963	host	sub10	True		none	False	False			False	False	False	residual_per_sample	9		NO_PMCID	0	0	0	9	not_generated	EXHAUSTED	no_paper_findable
PRJNA1063361	country	sub10	False	PMC11616336	europepmc_fulltext	True	True	https://doi.org/10.1186/s13099-024-00667-z	Efficacy of colistin-based combinations against pandrug-resi	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1063361	collection_date	sub10	False	PMC11616336	europepmc_fulltext	True	True	https://doi.org/10.1186/s13099-024-00667-z	Efficacy of colistin-based combinations against pandrug-resi	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1063361	isolation_source	sub10	False	PMC11616336	europepmc_fulltext	True	True	https://doi.org/10.1186/s13099-024-00667-z	Efficacy of colistin-based combinations against pandrug-resi	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1063361	host	sub10	False	PMC11616336	europepmc_fulltext	True	True	https://doi.org/10.1186/s13099-024-00667-z	Efficacy of colistin-based combinations against pandrug-resi	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1064853	country	sub10	False	PMC11001922	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-024-58963-2	Automating the Illumina DNA library preparation kit for whol	False	False	False	covered	2			2	0	0	2	not_generated	FILLED	whole_field
PRJNA1064853	collection_date	sub10	False	PMC11001922	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-024-58963-2	Automating the Illumina DNA library preparation kit for whol	False	False	False	residual_per_sample	2		abstained_other	0	0	0	2	not_generated	EXHAUSTED	abstained_other
PRJNA1064853	isolation_source	sub10	False	PMC11001922	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-024-58963-2	Automating the Illumina DNA library preparation kit for whol	False	False	False	residual_per_sample	2		abstained_other	0	0	0	2	not_generated	EXHAUSTED	abstained_other
PRJNA1064853	host	sub10	False	PMC11001922	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-024-58963-2	Automating the Illumina DNA library preparation kit for whol	False	False	False	covered	2			2	0	0	2	not_generated	FILLED	whole_field
PRJNA1066419	country	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA1066419	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA1066419	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA1066419	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA1067287	country	sub10	True		none	False	False			False	False	False	residual_per_sample	4		NO_PMCID	0	0	0	4	not_generated	EXHAUSTED	no_paper_findable
PRJNA1067287	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	4		NO_PMCID	0	0	0	4	not_generated	EXHAUSTED	no_paper_findable
PRJNA1067287	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	4		NO_PMCID	0	0	0	4	not_generated	EXHAUSTED	no_paper_findable
PRJNA1067287	host	sub10	True		none	False	False			False	False	False	covered	4			4	0	0	4	not_generated	FILLED	whole_field
PRJNA1069381	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1069381	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1069381	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1069381	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1072026	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1072026	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1072026	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1072026	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1072756	country	sub10	False		abstract	False	False	https://doi.org/10.21203/rs.3.rs-7763072/v1	Gut translocation of antimicrobial resistant pathogens in pa	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1072756	collection_date	sub10	False		abstract	False	False	https://doi.org/10.21203/rs.3.rs-7763072/v1	Gut translocation of antimicrobial resistant pathogens in pa	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1072756	isolation_source	sub10	False		abstract	False	False	https://doi.org/10.21203/rs.3.rs-7763072/v1	Gut translocation of antimicrobial resistant pathogens in pa	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1072756	host	sub10	False		abstract	False	False	https://doi.org/10.21203/rs.3.rs-7763072/v1	Gut translocation of antimicrobial resistant pathogens in pa	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1073544	country	sub10	False	PMC11256860	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00153-24	Complete genome sequence of multidrug-resistant <i>Raoultell	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1073544	collection_date	sub10	False	PMC11256860	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00153-24	Complete genome sequence of multidrug-resistant <i>Raoultell	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1073544	isolation_source	sub10	False	PMC11256860	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00153-24	Complete genome sequence of multidrug-resistant <i>Raoultell	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA1073544	host	sub10	False	PMC11256860	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00153-24	Complete genome sequence of multidrug-resistant <i>Raoultell	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1075815	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1075815	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1075815	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1075815	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA107647	country	sub10	False		abstract	False	False	https://doi.org/10.1007/s10439-010-0030-6	Endothelial gene expression in regions of defined shear expo	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA107647	collection_date	sub10	False		abstract	False	False	https://doi.org/10.1007/s10439-010-0030-6	Endothelial gene expression in regions of defined shear expo	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA107647	isolation_source	sub10	False		abstract	False	False	https://doi.org/10.1007/s10439-010-0030-6	Endothelial gene expression in regions of defined shear expo	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA107647	host	sub10	False		abstract	False	False	https://doi.org/10.1007/s10439-010-0030-6	Endothelial gene expression in regions of defined shear expo	False	False	False	covered	9			9	0	0	9	not_generated	FILLED	whole_field
PRJNA1077593	country	sub10	False	PMC11390037	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00341-24	Complete genome sequence of the OXA-48-producing <i>Klebsiel	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA1077593	collection_date	sub10	False	PMC11390037	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00341-24	Complete genome sequence of the OXA-48-producing <i>Klebsiel	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1077593	isolation_source	sub10	False	PMC11390037	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00341-24	Complete genome sequence of the OXA-48-producing <i>Klebsiel	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA1077593	host	sub10	False	PMC11390037	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.00341-24	Complete genome sequence of the OXA-48-producing <i>Klebsiel	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1086631	country	sub10	False	PMC11234896	europepmc_fulltext	True	True	https://doi.org/10.1093/ismeco/ycae082	Evolutionary and co-evolutionary phage training approaches e	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1086631	collection_date	sub10	False	PMC11234896	europepmc_fulltext	True	True	https://doi.org/10.1093/ismeco/ycae082	Evolutionary and co-evolutionary phage training approaches e	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1086631	isolation_source	sub10	False	PMC11234896	europepmc_fulltext	True	True	https://doi.org/10.1093/ismeco/ycae082	Evolutionary and co-evolutionary phage training approaches e	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1086631	host	sub10	False	PMC11234896	europepmc_fulltext	True	True	https://doi.org/10.1093/ismeco/ycae082	Evolutionary and co-evolutionary phage training approaches e	False	False	False	residual_per_sample	9		abstained_other	0	0	0	9	not_generated	EXHAUSTED	abstained_other
PRJNA1086703	country	sub10	False	PMC11004243	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2024.1332458	Detection and characterization of eravacycline heteroresista	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1086703	collection_date	sub10	False	PMC11004243	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2024.1332458	Detection and characterization of eravacycline heteroresista	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1086703	isolation_source	sub10	False	PMC11004243	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2024.1332458	Detection and characterization of eravacycline heteroresista	False	False	False	residual_per_sample	3		abstained_other	0	0	0	3	not_generated	EXHAUSTED	abstained_other
PRJNA1086703	host	sub10	False	PMC11004243	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2024.1332458	Detection and characterization of eravacycline heteroresista	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1088653	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1088653	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1088653	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1088653	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1088746	country	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA1088746	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA1088746	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA1088746	host	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA1099652	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1099652	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1099652	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1099652	host	sub10	True		none	False	False			False	False	False	residual_per_sample	3		NO_PMCID	0	0	0	3	not_generated	EXHAUSTED	no_paper_findable
PRJNA1100205	country	sub10	True		none	False	False			False	False	False	residual_per_sample	9		NO_PMCID	0	0	0	9	not_generated	EXHAUSTED	no_paper_findable
PRJNA1100205	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	9		NO_PMCID	0	0	0	9	not_generated	EXHAUSTED	no_paper_findable
PRJNA1100205	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	9		NO_PMCID	0	0	0	9	not_generated	EXHAUSTED	no_paper_findable
PRJNA1100205	host	sub10	True		none	False	False			False	False	False	residual_per_sample	9		NO_PMCID	0	0	0	9	not_generated	EXHAUSTED	no_paper_findable
PRJNA1100308	country	sub10	False	PMC11345435	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-024-51730-x	Synergistic collaboration between AMPs and non-direct antimi	False	False	False	residual_per_sample	1		abstained_other	0	0	0	1	not_generated	EXHAUSTED	abstained_other
PRJNA1100308	collection_date	sub10	False	PMC11345435	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-024-51730-x	Synergistic collaboration between AMPs and non-direct antimi	False	False	False	residual_per_sample	1		abstained_other	0	0	0	1	not_generated	EXHAUSTED	abstained_other
PRJNA1100308	isolation_source	sub10	False	PMC11345435	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-024-51730-x	Synergistic collaboration between AMPs and non-direct antimi	False	False	False	residual_per_sample	1		abstained_other	0	0	0	1	not_generated	EXHAUSTED	abstained_other
PRJNA1100308	host	sub10	False	PMC11345435	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-024-51730-x	Synergistic collaboration between AMPs and non-direct antimi	False	False	False	residual_per_sample	1		abstained_other	0	0	0	1	not_generated	EXHAUSTED	abstained_other
PRJNA1100498	country	sub10	False	PMC11423586	europepmc_fulltext	True	True	https://doi.org/10.1128/msphere.00423-24	&lt;i&gt;In vivo&lt;/i&gt; evolution to hypermucoviscosity a	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA1100498	collection_date	sub10	False	PMC11423586	europepmc_fulltext	True	True	https://doi.org/10.1128/msphere.00423-24	&lt;i&gt;In vivo&lt;/i&gt; evolution to hypermucoviscosity a	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA1100498	isolation_source	sub10	False	PMC11423586	europepmc_fulltext	True	True	https://doi.org/10.1128/msphere.00423-24	&lt;i&gt;In vivo&lt;/i&gt; evolution to hypermucoviscosity a	False	False	False	residual_per_sample	1		abstained_other	0	0	0	1	not_generated	EXHAUSTED	abstained_other
PRJNA1100498	host	sub10	False	PMC11423586	europepmc_fulltext	True	True	https://doi.org/10.1128/msphere.00423-24	&lt;i&gt;In vivo&lt;/i&gt; evolution to hypermucoviscosity a	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA1101017	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1101017	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1101017	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1101017	host	sub10	True		none	False	False			False	False	False	residual_per_sample	2		NO_PMCID	0	0	0	2	not_generated	EXHAUSTED	no_paper_findable
PRJNA1101420	country	sub10	True		none	False	False			False	False	False	residual_per_sample	6		NO_PMCID	0	0	0	6	not_generated	EXHAUSTED	no_paper_findable
PRJNA1101420	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	6		NO_PMCID	0	0	0	6	not_generated	EXHAUSTED	no_paper_findable
PRJNA1101420	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	6		NO_PMCID	0	0	0	6	not_generated	EXHAUSTED	no_paper_findable
PRJNA1101420	host	sub10	True		none	False	False			False	False	False	covered	6			6	0	0	6	not_generated	FILLED	whole_field
PRJNA1102902	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1102902	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1102902	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1102902	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1103093	country	sub10	False	PMC12937352	europepmc_fulltext	True	True	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12937352/	Emergence of Polymyxin Resistance Driven by a PhoQ Mutation 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1103093	collection_date	sub10	False	PMC12937352	europepmc_fulltext	True	True	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12937352/	Emergence of Polymyxin Resistance Driven by a PhoQ Mutation 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1103093	isolation_source	sub10	False	PMC12937352	europepmc_fulltext	True	True	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12937352/	Emergence of Polymyxin Resistance Driven by a PhoQ Mutation 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1103093	host	sub10	False	PMC12937352	europepmc_fulltext	True	True	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12937352/	Emergence of Polymyxin Resistance Driven by a PhoQ Mutation 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1106484	country	sub10	False	PMC12599533	abstract	False	False	https://doi.org/10.1093/ofid/ofaf622	Community-associated Carbapenem-Resistant Organism Case Inve	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1106484	collection_date	sub10	False	PMC12599533	abstract	False	False	https://doi.org/10.1093/ofid/ofaf622	Community-associated Carbapenem-Resistant Organism Case Inve	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1106484	isolation_source	sub10	False	PMC12599533	abstract	False	False	https://doi.org/10.1093/ofid/ofaf622	Community-associated Carbapenem-Resistant Organism Case Inve	False	False	False	residual_per_sample	5		abstained_other	0	0	0	5	not_generated	ACTIONABLE	fetch_paper
PRJNA1106484	host	sub10	False	PMC12599533	abstract	False	False	https://doi.org/10.1093/ofid/ofaf622	Community-associated Carbapenem-Resistant Organism Case Inve	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1107790	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1107790	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1107790	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1107790	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1115910	country	sub10	False	PMC11579175	europepmc_fulltext	True	True	https://doi.org/10.1007/s00248-024-02459-z	Wild-Type Domestication: Loss of Intrinsic Metabolic Traits 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1115910	collection_date	sub10	False	PMC11579175	europepmc_fulltext	True	True	https://doi.org/10.1007/s00248-024-02459-z	Wild-Type Domestication: Loss of Intrinsic Metabolic Traits 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1115910	isolation_source	sub10	False	PMC11579175	europepmc_fulltext	True	True	https://doi.org/10.1007/s00248-024-02459-z	Wild-Type Domestication: Loss of Intrinsic Metabolic Traits 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1115910	host	sub10	False	PMC11579175	europepmc_fulltext	True	True	https://doi.org/10.1007/s00248-024-02459-z	Wild-Type Domestication: Loss of Intrinsic Metabolic Traits 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1122522	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1122522	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1122522	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1122522	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA1123194	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1123194	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1123194	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1123194	host	sub10	True		none	False	False			False	False	False	residual_per_sample	5		NO_PMCID	0	0	0	5	not_generated	EXHAUSTED	no_paper_findable
PRJNA1123890	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1123890	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1123890	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1123890	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1125279	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1125279	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1125279	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1125279	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1128528	country	sub10	False	PMC11539213	europepmc_fulltext	True	True	https://doi.org/10.1128/aac.00762-24	Impact of porin deficiency on the synergistic potential of c	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1128528	collection_date	sub10	False	PMC11539213	europepmc_fulltext	True	True	https://doi.org/10.1128/aac.00762-24	Impact of porin deficiency on the synergistic potential of c	False	False	False	residual_per_sample	8		abstained_other	0	0	0	8	not_generated	EXHAUSTED	abstained_other
PRJNA1128528	isolation_source	sub10	False	PMC11539213	europepmc_fulltext	True	True	https://doi.org/10.1128/aac.00762-24	Impact of porin deficiency on the synergistic potential of c	False	False	False	residual_per_sample	7		abstained_other	0	0	0	7	not_generated	EXHAUSTED	abstained_other
PRJNA1128528	host	sub10	False	PMC11539213	europepmc_fulltext	True	True	https://doi.org/10.1128/aac.00762-24	Impact of porin deficiency on the synergistic potential of c	False	False	False	residual_per_sample	7		abstained_other	0	0	0	7	not_generated	EXHAUSTED	abstained_other
PRJNA1134078	country	sub10	True		none	False	False			False	False	False	residual_per_sample	5		NO_PMCID	0	0	0	5	not_generated	EXHAUSTED	no_paper_findable
PRJNA1134078	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	5		NO_PMCID	0	0	0	5	not_generated	EXHAUSTED	no_paper_findable
PRJNA1134078	isolation_source	sub10	True		none	False	False			False	False	False	covered	5			5	0	0	5	not_generated	FILLED	whole_field
PRJNA1134078	host	sub10	True		none	False	False			False	False	False	covered	5			5	0	0	5	not_generated	FILLED	whole_field
PRJNA1138264	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1138264	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1138264	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA1138264	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA161277	country	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA161277	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA161277	isolation_source	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA161277	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA164933	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA164933	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA164933	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA164933	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA165913	country	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA165913	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA165913	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA165913	host	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA168337	country	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA168337	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA168337	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA168337	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA169453	country	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA169453	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA169453	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA169453	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA169454	country	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
