study_accession	field	fold	none_found	chosen_pmcid	fulltext_source	is_full_text	paper_resolved	paper_url	paper_title	manual_pdf_present	manual_pdf_readable	supp_present	gate_status	n_blank	per_sample_method	zero_reason	n_whole_field	n_per_sample	n_escalation	remaining_est	escalation_status	resolution_state	recoverability
PRJEB12699	isolation_source	train,val	True		none	False	False			False	False	False	residual_per_sample	141	NO_PMCID	NO_PMCID	0	0	0	141	generated	EXHAUSTED	no_paper_findable
PRJEB12699	host	train,val	True		none	False	False			False	False	False	covered	141	NO_PMCID		141	0	0	141	none	FILLED	whole_field
PRJEB15226	country	train,val	False	PMC5121380	europepmc_fulltext	True	True	https://doi.org/10.1128/jcm.01648-16	Whole-Genome Multilocus Sequence Typing of Extended-Spectrum	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB15226	collection_date	train,val	False	PMC5121380	europepmc_fulltext	True	True	https://doi.org/10.1128/jcm.01648-16	Whole-Genome Multilocus Sequence Typing of Extended-Spectrum	False	False	False	residual_per_sample	288	abstained	no_supp	0	0	0	288	generated	ACTIONABLE	fetch_supp_table
PRJEB15226	isolation_source	train,val	False	PMC5121380	europepmc_fulltext	True	True	https://doi.org/10.1128/jcm.01648-16	Whole-Genome Multilocus Sequence Typing of Extended-Spectrum	False	False	False	residual_per_sample	288	abstained	no_supp	0	0	0	288	generated	ACTIONABLE	fetch_supp_table
PRJEB15226	host	train,val	False	PMC5121380	europepmc_fulltext	True	True	https://doi.org/10.1128/jcm.01648-16	Whole-Genome Multilocus Sequence Typing of Extended-Spectrum	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB1563	country	train,val	False	PMC5615107	local_pdf	True	True	https://doi.org/10.1016/j.ijmm.2017.07.006	Molecular epidemiology of Klebsiella pneumoniae invasive inf	True	True	False	covered	198	abstained		198	0	0	198	none	FILLED	whole_field
PRJEB1563	collection_date	train,val	False	PMC5615107	local_pdf	True	True	https://doi.org/10.1016/j.ijmm.2017.07.006	Molecular epidemiology of Klebsiella pneumoniae invasive inf	True	True	False	residual_per_sample	198	abstained		0	0	0	198	generated	BLOCKED	needs_linkage
PRJEB1563	isolation_source	train,val	False	PMC5615107	local_pdf	True	True	https://doi.org/10.1016/j.ijmm.2017.07.006	Molecular epidemiology of Klebsiella pneumoniae invasive inf	True	True	False	residual_per_sample	198	abstained		0	0	198	0	applied	FILLED	per_sample_or_escalation
PRJEB1563	host	train,val	False	PMC5615107	local_pdf	True	True	https://doi.org/10.1016/j.ijmm.2017.07.006	Molecular epidemiology of Klebsiella pneumoniae invasive inf	True	True	False	covered	198	abstained		198	0	0	198	none	FILLED	whole_field
PRJEB17615	country	train,val	False	PMC7264328	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-020-16322-5	Integrating whole-genome sequencing within the National Anti	False	False	False	covered	342	abstained		342	0	0	342	none	FILLED	whole_field
PRJEB17615	collection_date	train,val	False	PMC7264328	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-020-16322-5	Integrating whole-genome sequencing within the National Anti	False	False	False	residual_per_sample	342	abstained	no_supp	0	0	0	342	generated	ACTIONABLE	fetch_supp_table
PRJEB17615	isolation_source	train,val	False	PMC7264328	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-020-16322-5	Integrating whole-genome sequencing within the National Anti	False	False	False	residual_per_sample	342	abstained		0	0	342	0	applied	FILLED	per_sample_or_escalation
PRJEB17615	host	train,val	False	PMC7264328	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-020-16322-5	Integrating whole-genome sequencing within the National Anti	False	False	False	covered	342	abstained		342	0	0	342	none	FILLED	whole_field
PRJEB1800	country	train,val	False	PMC4364942	europepmc_fulltext	True	True	https://doi.org/10.15252/emmm.201404767	A high-resolution genomic analysis of multidrug-resistant ho	False	False	False	covered	31	abstained		31	0	0	31	none	FILLED	whole_field
PRJEB1800	collection_date	train,val	False	PMC4364942	europepmc_fulltext	True	True	https://doi.org/10.15252/emmm.201404767	A high-resolution genomic analysis of multidrug-resistant ho	False	False	False	covered	31	abstained		31	0	0	31	none	FILLED	whole_field
PRJEB1800	isolation_source	train,val	False	PMC4364942	europepmc_fulltext	True	True	https://doi.org/10.15252/emmm.201404767	A high-resolution genomic analysis of multidrug-resistant ho	False	False	False	residual_per_sample	31	abstained	no_supp	0	0	0	31	none	EXHAUSTED	no_supp
PRJEB1800	host	train,val	False	PMC4364942	europepmc_fulltext	True	True	https://doi.org/10.15252/emmm.201404767	A high-resolution genomic analysis of multidrug-resistant ho	False	False	False	covered	31	abstained		31	0	0	31	none	FILLED	whole_field
PRJEB19229	country	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB19229	collection_date	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB19229	isolation_source	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB19229	host	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB19322	country	train,val	False	PMC8743538	local_pdf	True	True	https://doi.org/10.1099/mgen.0.000703	Genomic investigation of a suspected &lt;i&gt;Klebsiella pne	True	True	False	covered	91	abstained		91	0	0	91	none	FILLED	whole_field
PRJEB19322	collection_date	train,val	False	PMC8743538	local_pdf	True	True	https://doi.org/10.1099/mgen.0.000703	Genomic investigation of a suspected &lt;i&gt;Klebsiella pne	True	True	False	residual_per_sample	91	abstained	no_supp	0	0	0	91	generated	EXHAUSTED	paper_has_no_table
PRJEB19322	isolation_source	train,val	False	PMC8743538	local_pdf	True	True	https://doi.org/10.1099/mgen.0.000703	Genomic investigation of a suspected &lt;i&gt;Klebsiella pne	True	True	False	residual_per_sample	91	abstained		0	0	91	0	applied	FILLED	per_sample_or_escalation
PRJEB19322	host	train,val	False	PMC8743538	local_pdf	True	True	https://doi.org/10.1099/mgen.0.000703	Genomic investigation of a suspected &lt;i&gt;Klebsiella pne	True	True	False	covered	91	abstained		91	0	0	91	none	FILLED	whole_field
PRJEB19435	country	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB19435	collection_date	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB19435	isolation_source	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB19435	host	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB20799	country	train,val	True		local_pdf	True	True			True	True	False	covered	46	NO_PMCID		46	0	0	46	none	FILLED	whole_field
PRJEB20799	collection_date	train,val	True		local_pdf	True	True			True	True	False	covered	46	NO_PMCID		46	0	0	46	none	FILLED	whole_field
PRJEB20799	isolation_source	train,val	True		local_pdf	True	True			True	True	False	residual_per_sample	46	NO_PMCID	NO_PMCID	0	0	0	46	none	ACTIONABLE	fetch_supp_table
PRJEB20799	host	train,val	True		local_pdf	True	True			True	True	False	residual_per_sample	46	NO_PMCID	NO_PMCID	0	0	0	46	none	ACTIONABLE	fetch_supp_table
PRJEB21277	country	train,val	True		local_pdf	True	True			True	True	False	covered	194	NO_PMCID		194	0	0	194	none	FILLED	whole_field
PRJEB21277	collection_date	train,val	True		local_pdf	True	True			True	True	False	residual_per_sample	194	NO_PMCID	NO_PMCID	0	0	0	194	generated	ACTIONABLE	fetch_supp_table
PRJEB21277	isolation_source	train,val	True		local_pdf	True	True			True	True	False	residual_per_sample	194	NO_PMCID	NO_PMCID	0	0	0	194	generated	ACTIONABLE	fetch_supp_table
PRJEB21277	host	train,val	True		local_pdf	True	True			True	True	False	covered	194	NO_PMCID		194	0	0	194	none	FILLED	whole_field
PRJEB21605	country	train,val	False	PMC6966826	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-019-0706-y	Genomic surveillance for hypervirulence and multi-drug resis	False	False	True	covered	149	direct		0	148	0	1	none	FILLED	whole_field
PRJEB21605	collection_date	train,val	False	PMC6966826	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-019-0706-y	Genomic surveillance for hypervirulence and multi-drug resis	False	False	True	covered	149	direct		0	148	0	1	none	FILLED	whole_field
PRJEB21605	isolation_source	train,val	False	PMC6966826	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-019-0706-y	Genomic surveillance for hypervirulence and multi-drug resis	False	False	True	covered	149	direct		1	148	0	1	none	FILLED	whole_field
PRJEB21605	host	train,val	False	PMC6966826	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-019-0706-y	Genomic surveillance for hypervirulence and multi-drug resis	False	False	True	covered	149	direct		1	148	0	1	none	FILLED	whole_field
PRJEB22252	country	train,val	False	PMC6894937	local_pdf	True	True	https://doi.org/10.1038/s41586-019-1560-1	Stunted microbiota and opportunistic pathogen colonization i	True	True	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB22252	collection_date	train,val	False	PMC6894937	local_pdf	True	True	https://doi.org/10.1038/s41586-019-1560-1	Stunted microbiota and opportunistic pathogen colonization i	True	True	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB22252	isolation_source	train,val	False	PMC6894937	local_pdf	True	True	https://doi.org/10.1038/s41586-019-1560-1	Stunted microbiota and opportunistic pathogen colonization i	True	True	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB22252	host	train,val	False	PMC6894937	local_pdf	True	True	https://doi.org/10.1038/s41586-019-1560-1	Stunted microbiota and opportunistic pathogen colonization i	True	True	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB22264	country	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB22264	collection_date	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB22264	isolation_source	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB22264	host	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB22890	country	train,val	True		local_pdf	True	True			True	True	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJEB22890	collection_date	train,val	True		local_pdf	True	True			True	True	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJEB22890	isolation_source	train,val	True		local_pdf	True	True			True	True	False	residual_per_sample	157	NO_PMCID		0	0	157	0	applied	FILLED	per_sample_or_escalation
PRJEB22890	host	train,val	True		local_pdf	True	True			True	True	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJEB22903	country	train,val	True		none	False	False			False	False	False	residual_per_sample	261	NO_PMCID		0	0	261	0	applied	FILLED	per_sample_or_escalation
PRJEB22903	collection_date	train,val	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJEB22903	isolation_source	train,val	True		none	False	False			False	False	False	residual_per_sample	261	NO_PMCID	NO_PMCID	0	0	0	261	generated	EXHAUSTED	no_paper_findable
PRJEB22903	host	train,val	True		none	False	False			False	False	False	covered	261	NO_PMCID		261	0	261	0	applied	FILLED	whole_field
PRJEB24082	country	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	True	True	False	covered	200	abstained		200	0	0	200	none	FILLED	whole_field
PRJEB24082	collection_date	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	True	True	False	residual_per_sample	200	abstained	no_supp	0	0	0	200	generated	ACTIONABLE	fetch_supp_table
PRJEB24082	isolation_source	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	True	True	False	residual_per_sample	200	abstained	no_supp	0	0	0	200	generated	ACTIONABLE	fetch_supp_table
PRJEB24082	host	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	True	True	False	covered	200	abstained		200	0	0	200	none	FILLED	whole_field
PRJEB24083	country	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	covered	5	abstained		5	0	0	5	none	FILLED	whole_field
PRJEB24083	collection_date	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	residual_per_sample	5	abstained	no_supp	0	0	0	5	none	EXHAUSTED	no_supp
PRJEB24083	isolation_source	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	residual_per_sample	5	abstained	no_supp	0	0	0	5	none	EXHAUSTED	no_supp
PRJEB24083	host	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	covered	5	abstained		5	0	0	5	none	FILLED	whole_field
PRJEB24084	country	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	covered	3	abstained		3	0	0	3	none	FILLED	whole_field
PRJEB24084	collection_date	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	residual_per_sample	3	abstained	no_supp	0	0	0	3	none	EXHAUSTED	no_supp
PRJEB24084	isolation_source	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	residual_per_sample	3	abstained	no_supp	0	0	0	3	none	EXHAUSTED	no_supp
PRJEB24084	host	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	covered	3	abstained		3	0	0	3	none	FILLED	whole_field
PRJEB24085	country	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	True	covered	104	direct		104	0	0	104	none	FILLED	whole_field
PRJEB24085	collection_date	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	True	covered	104	direct		0	54	0	50	none	FILLED	whole_field
PRJEB24085	isolation_source	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	True	covered	104	direct		0	53	0	51	generated	FILLED	whole_field
PRJEB24085	host	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	True	covered	104	direct		0	50	0	54	none	FILLED	whole_field
PRJEB24086	country	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	covered	3	abstained		3	0	0	3	none	FILLED	whole_field
PRJEB24086	collection_date	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	residual_per_sample	3	abstained	no_supp	0	0	0	3	none	EXHAUSTED	no_supp
PRJEB24086	isolation_source	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	residual_per_sample	3	abstained	no_supp	0	0	0	3	none	EXHAUSTED	no_supp
PRJEB24086	host	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	covered	3	abstained		3	0	0	3	none	FILLED	whole_field
PRJEB24087	country	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	covered	4	abstained		4	0	0	4	none	FILLED	whole_field
PRJEB24087	collection_date	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	residual_per_sample	4	abstained	no_supp	0	0	0	4	none	EXHAUSTED	no_supp
PRJEB24087	isolation_source	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	residual_per_sample	4	abstained	no_supp	0	0	0	4	none	EXHAUSTED	no_supp
PRJEB24087	host	train,val	False	PMC10132065	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000924	Dissemination of carbapenemase-producing <i>Enterobacterales	False	False	False	covered	4	abstained		4	0	0	4	none	FILLED	whole_field
PRJEB24970	country	train,val	False	PMC6977969	europepmc_fulltext	True	True	https://doi.org/10.7554/elife.50468	Transmission dynamics and control of multidrug-resistant &lt	False	False	True	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB24970	collection_date	train,val	False	PMC6977969	europepmc_fulltext	True	True	https://doi.org/10.7554/elife.50468	Transmission dynamics and control of multidrug-resistant &lt	False	False	True	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB24970	isolation_source	train,val	False	PMC6977969	europepmc_fulltext	True	True	https://doi.org/10.7554/elife.50468	Transmission dynamics and control of multidrug-resistant &lt	False	False	True	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB24970	host	train,val	False	PMC6977969	europepmc_fulltext	True	True	https://doi.org/10.7554/elife.50468	Transmission dynamics and control of multidrug-resistant &lt	False	False	True	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB27256	country	train,val	False	PMC8865009	local_pdf	True	True	https://doi.org/10.1093/jac/dkab463	A nationwide genomic study of clinical Klebsiella pneumoniae	True	True	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB27256	collection_date	train,val	False	PMC8865009	local_pdf	True	True	https://doi.org/10.1093/jac/dkab463	A nationwide genomic study of clinical Klebsiella pneumoniae	True	True	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB27256	isolation_source	train,val	False	PMC8865009	local_pdf	True	True	https://doi.org/10.1093/jac/dkab463	A nationwide genomic study of clinical Klebsiella pneumoniae	True	True	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB27256	host	train,val	False	PMC8865009	local_pdf	True	True	https://doi.org/10.1093/jac/dkab463	A nationwide genomic study of clinical Klebsiella pneumoniae	True	True	False	covered	959	abstained		959	0	0	959	none	FILLED	whole_field
PRJEB28054	country	train,val	True		none	False	False			False	False	False	residual_per_sample	326	NO_PMCID	NO_PMCID	0	0	0	326	generated	EXHAUSTED	no_paper_findable
PRJEB28054	collection_date	train,val	True		none	False	False			False	False	False	residual_per_sample	326	NO_PMCID	NO_PMCID	0	0	0	326	generated	EXHAUSTED	no_paper_findable
PRJEB28054	isolation_source	train,val	True		none	False	False			False	False	False	residual_per_sample	326	NO_PMCID	NO_PMCID	0	0	0	326	generated	EXHAUSTED	no_paper_findable
PRJEB28054	host	train,val	True		none	False	False			False	False	False	residual_per_sample	326	NO_PMCID		0	0	326	0	applied	FILLED	per_sample_or_escalation
PRJEB28400	country	train,val	True		local_pdf	True	True			True	True	True	covered	827	direct		827	0	0	827	none	FILLED	whole_field
PRJEB28400	collection_date	train,val	True		local_pdf	True	True			True	True	True	covered	827	direct		0	719	0	108	none	FILLED	whole_field
PRJEB28400	isolation_source	train,val	True		local_pdf	True	True			True	True	True	covered	827	direct		0	716	0	111	none	FILLED	whole_field
PRJEB28400	host	train,val	True		local_pdf	True	True			True	True	True	covered	827	direct		0	719	0	108	none	FILLED	whole_field
