study_accession	sample_accession	field	ena_value	applied_value	method	evidence
PRJEB56212	SAMEA111380221	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380225	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380228	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380218	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380219	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380224	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380226	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380227	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380232	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380233	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380239	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380220	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380222	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380223	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380229	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380230	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380231	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380234	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380235	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380237	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380238	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380242	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380245	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380246	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380249	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380240	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380241	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380244	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380243	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380247	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380248	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380250	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380251	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380254	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380252	country		Democratic Republic of the Congo	whole_field	
PRJEB56212	SAMEA111380253	country		Democratic Republic of the Congo	whole_field	
PRJEB60743	SAMEA112785755	country		Denmark	whole_field	
PRJEB60743	SAMEA112785784	country		Denmark	whole_field	
PRJEB60743	SAMEA112785790	country		Denmark	whole_field	
PRJEB60743	SAMEA112785792	country		Denmark	whole_field	
PRJEB60743	SAMEA112785759	country		Denmark	whole_field	
PRJEB60743	SAMEA112785783	country		Denmark	whole_field	
PRJEB60743	SAMEA112785780	country		Denmark	whole_field	
PRJEB60743	SAMEA112785762	country		Denmark	whole_field	
PRJEB60743	SAMEA112785760	country		Denmark	whole_field	
PRJEB60743	SAMEA112785787	country		Denmark	whole_field	
PRJEB60743	SAMEA112785770	country		Denmark	whole_field	
PRJEB60743	SAMEA112785786	country		Denmark	whole_field	
PRJEB60743	SAMEA112785758	country		Denmark	whole_field	
PRJEB60743	SAMEA112785778	country		Denmark	whole_field	
PRJEB60743	SAMEA112785769	country		Denmark	whole_field	
PRJEB60743	SAMEA112785782	country		Denmark	whole_field	
PRJEB60743	SAMEA112785768	country		Denmark	whole_field	
PRJEB60743	SAMEA112785773	country		Denmark	whole_field	
PRJEB60743	SAMEA112785775	country		Denmark	whole_field	
PRJEB60743	SAMEA112785777	country		Denmark	whole_field	
PRJEB60743	SAMEA112785772	country		Denmark	whole_field	
PRJEB60743	SAMEA112785789	country		Denmark	whole_field	
PRJEB60743	SAMEA112785757	country		Denmark	whole_field	
PRJEB60743	SAMEA112785761	country		Denmark	whole_field	
